cluster,song_artist
3,45.000$ (Guapa Pasea) - Afrodisiac Soundsystem Remix by Afrodisiac Soundsystem
7,Twenty Eight by The Weeknd
3,Mixed Messages by Bastian
4,Bam Bam by Yellowman
6,Metal Lungs by Lapland
9,Leave It Alone by Broken Bells
14,Seventh Son by Georgie Fame
13,Knickerbocker by Fujiya & Miyagi
16,Who Am I to Feel So Free (feat. Antony) by JD Samson
16,Who Am I to Feel So Free (feat. Antony) by Men
16,Who Am I to Feel So Free (feat. Antony) by Antony
7,Come And Get It by Ralph Robles
1,Smoke the Weed (feat. Collie Buddz) by Snoop Lion
1,Smoke the Weed (feat. Collie Buddz) by Collie Buddz
7,Atticus by Noisettes
12,We Are The People by Empire of the Sun
5,Big Yellow Taxi by Counting Crows
5,Big Yellow Taxi by Vanessa Carlton
9,They Say by The Upsessions
5,Machine by Gin Ga
12,Hot In Herre by The BossHoss
15,Buffalo Soldier by Bob Marley & The Wailers
18,Here Comes The Hotstepper by Ini Kamoze
7,After Laughter (Comes Tears) by Wendy Rene
18,Way Down Now by World Party
17,Party Life by The Jimmy Castor Bunch
3,Bucovina Original by Shantel
12,Smalfilm by Spinvis
4,Birthday Sex by Jeremih
3,Smile by Lily Allen
3,Just Because I Do by Selah Sue
3,Jet Airliner by Steve Miller Band
16,You Are The Best Thing by Ray LaMontagne
13,The Message by Cymande
5,Love And Respect by When Saints Go Machine
5,Love And Respect by Killer Mike
5,Soulfood by Martina Topley-Bird
9,Wang Dang Doodle by Koko Taylor
9,Mopper's Blues by Big Bill Broonzy
0,Scared by NONONO
9,I Think It Was Love by Josephine
15,You by Lucy Pearl
10,"Your Drums, Your Love by AlunaGeorge"
15,Outta Control - Remix by 50 Cent
15,Outta Control - Remix by Mobb Deep
11,Tightrope - Acoustic by WALK THE MOON
5,Fly (feat. Super Cat) - Remastered by Sugar Ray
5,Fly (feat. Super Cat) - Remastered by Super Cat
5,Suddenly Last Summer - Remastered 2002 by The Motels
12,Cocody Rock by The Wailers
12,Cocody Rock by Alpha Blondy
17,Lambada by Erik Wikström
17,Lambada by Wörkstrom
9,Funnel Of Love by Wanda Jackson
6,Loose Cartilage by The Black Seeds
8,First Mind by Nick Mulvey
15,Lighters Up (feat. Mavado & Popcaan) by Snoop Lion
15,Lighters Up (feat. Mavado & Popcaan) by Mavado
15,Lighters Up (feat. Mavado & Popcaan) by Popcaan
11,That Moon Song by Gregory Alan Isakov
12,Piece Of The Pie by The Nextmen
3,What's It Take - 1998 Remastered Version by Robert Palmer
3,You'll Never Find Another Love Like Mine by John Holt
5,Can I Kick It? by A Tribe Called Quest
9,Maria Ninguen by Brigitte Bardot
2,Winter by John Smith
5,Get Ready by Gregory Isaacs
4,Love's Comin' At Ya - 2004 Digital Remaster by Melba Moore
16,Good Things by Pearl Dowdell
19,Lust for You by Hospital
0,Wor by Django Django
4,Tomorrow by The Roots
4,Tomorrow by Raheem DeVaughn
9,B A Part by Thomas Dybdahl
9,There Can Be Only One by Cass McCombs
10,Come to Me by Lily & Madeleine
8,Bloom by Dpat
1,Miserlou by Dick Dale
2,Tamer Animals by Other Lives
11,I'm On My Way - Remastered Version by Christine Perfect
3,Shiny Happy People by R.E.M.
8,Sugar Pie I'm Not the Same by Josephine Foster
17,A Funky Space Reincarnation - Alternate Extended Mix by Marvin Gaye
3,Seeing Is Believing by The Superimposers
1,Lets Go Surfing by The Drums
9,I'm Begging You Not To Go by Tired Pony
15,Dickie Riddim (feat. Warrior Queen) by Schlachthofbronx
15,Dickie Riddim (feat. Warrior Queen) by Warrior Queen
17,Be Alright by Zapp
10,Ride On / Right On by Phosphorescent
11,In the Middle by Lily & Madeleine
4,Big Poppa - 2005 Remaster by The Notorious B.I.G.
5,Save Tonight by Eagle-Eye Cherry
6,Paint a Smile On Me - Yuksek Dub Edit by Black Yaya
6,Paint a Smile On Me - Yuksek Dub Edit by Yuksek
8,Messages by Xavier Rudd
13,Stop The War Now by Lloyd Parks
9,Five Feet High and Rising by Johnny Cash
5,Sunday Shining by Finley Quaye
3,Skulking by Mazes
1,Madder Red by Yeasayer
5,Boss Pressure by The Upsessions
16,Ain’t Got The Love (Of One Girl On My Mind) by Ambassadors
5,Da Da Da No Te Amo a Ti Y Tu No a Mi - Spanish Version by Señor Coconut
7,Some Like It Hot by Dennis Brown
3,Broadway Jungle by Toots & The Maytals
3,Uz by 17 Hippies
19,Drop It Like It's Hot by Magic Drum Orchestra
19,Drop It Like It's Hot by Biggabush
5,Kick Out The Chairs (Whomadewho Rmx) by Munk & James Murphy
1,Little Dust by Horse Thief
6,Postman by Melissa Laveaux
12,Feathers by Labrador City
6,Rocroy (feat. Akale Horns) by Blundetto
6,Rocroy (feat. Akale Horns) by Akale Horns
12,Messin' With The Kid by Junior Wells
6,Sunshine Goodtime by Minnutes
13,Mr. Soul by Buffalo Springfield
10,Objects in the Mirror by Mac Miller
10,The Past Recedes by John Frusciante
6,Disco Africa by The Ogyatanaa Show Band
5,Divisive by We Have Band
13,Blister in the Sun - 2002 Remastered Version by Violent Femmes
8,Fallin' Rain by The Neville Brothers
13,The Fun Lovin' Criminal - Hee Haw Version by Fun Lovin' Criminals
9,When the Morning Comes by Daryl Hall & John Oates
1,R U N by Gin Ga
16,Nice and Slow - EP Version by Max Frost
7,I Got Love If You Want It by Slim Harpo
12,Peaches by Dub Pistols
12,Peaches by Rodney P
12,Peaches by Terry Hall
4,Here I Am (Come And Take Me) by Al Green
3,She's on Fire by Bo Saris
9,Diamonds On The Soles Of Her Shoes by Paul Simon
2,I Ain't Gonna Be The First To Cry by Bob Moses
7,Just Dropped In (To See What Condition My Condition Is In) by Kenny Rogers & The First Edition
17,Bones by Fat Freddy's Drop
8,Strange But True by James Hunter
2,Slow Pull by Jerry Dimmer
5,Franki Valli (feat. The Outfit) by SoulChef
18,Tighten Up by The Black Keys
12,More by The Tellers
3,Bring It Up by Kokolo Afrobeat Orchestra
13,Test Tower by Hot & Cold
18,Walkabout by Blue States
4,The Witch Queen of New Orleans by Redbone
10,Going Home by Basko Believes
3,Love Is In Control (Finger On The Trigger) - Chromeo & Oliver Remix by Donna Summer
3,Love Is In Control (Finger On The Trigger) - Chromeo & Oliver Remix by Oliver
3,Love Is In Control (Finger On The Trigger) - Chromeo & Oliver Remix by Chromeo
4,Tambacounda's White Magic by Clap! Clap!
3,I Will Live On Islands by Josh Rouse
1,I Can't Wait by Brassy
0,Movin' on Up by Primal Scream
9,"Hey Me, Hey Mama by Ray LaMontagne"
3,Suddenly I See by KT Tunstall
3,East Coast Girl by Cayucas
10,Chalk on My Hands by Pressed And
4,Plain by Jesse Boykins III
5,Apple Pie by Nelson Can
13,Romans by Black Slate
1,These Girls by Sticky Fingers
6,Uh by Fujiya & Miyagi
9,Tell Her by James Hunter
7,And I Love Him by Esther Phillips
17,Dooyo (Airbird Remix) by Dur-Dur Band
7,Keep Your Head Up by Ben Howard
18,Hummingbird by B.B. King
5,Boy Like Me by The ACBs
17,Sandman - Original Mix by Joachim Pastor
17,Sandman - Original Mix by AKA AKA
17,Sandman - Original Mix by Florence Bird
8,Let It Grow by Eric Clapton
15,Jaspora (feat. Refugee All Stars) by Wyclef Jean
15,Jaspora (feat. Refugee All Stars) by Refugee All Stars
6,Let’s Go Trippin by Dick Dale
18,A Minha Menina by Os Mutantes
8,What Me Worry by St. Vincent
12,Hips by Beans & Fatback
9,Daddy Sang Bass by Johnny Cash
16,Young Hearts Run Free by Candi Staton
4,Bienvenidos by Systema Solar
5,Dedication To My Ex (Miss That) by Lloyd
5,Dedication To My Ex (Miss That) by André 3000
5,Dedication To My Ex (Miss That) by Lil Wayne
17,The Hit by Crazy P
17,The Hit by The Syndromes
12,Sophisticated Sissy by Rufus Thomas
8,Wake Me Up by Deniz Kurtel
8,Wake Me Up by PillowTalk
8,Wake Me Up by Thugfucker
9,Nature's Disappearing by John Mayall
18,D.A.N.C.E. by Justice
9,Sam Hall by Johnny Cash
15,Bad Girls - Switch Remix by M.I.A.
15,Bad Girls - Switch Remix by Missy Elliott
15,Bad Girls - Switch Remix by Rye Rye
7,The Same Thing by Muddy Waters
6,Dark Star by POLIÇA
13,Blurred Lines by Robin Thicke
13,Blurred Lines by T.I.
13,Blurred Lines by Pharrell Williams
1,What We Need - Rhian Sheehan's Selenophobia Mix by The Black Seeds
5,I Believe I Can Fly by Sanchez
13,Large by Taken By Trees
16,Power by Pompeya
5,Swimsuits by The Cool Kids
5,Swimsuits by Mayer Hawthorne
6,Sadagora Hot Dub - Remixed by Shantel by Amsterdam Klezmer Band
4,Funky by The Chambers Brothers
12,Bananeira by Emílio Santiago
13,Freedom by Guts
1,Sleep by Allen Stone
12,Give Yourself Away by Jack Peñate
3,Catch My Disease by Ben Lee
17,Dust by Recloose
17,Dust by Joe Dukie
8,Brown Grass by Gregory Porter
3,Me For You by Moss
19,Cannonball by The Breeders
4,D.A.N.C.E by Get Cape. Wear Cape. Fly
9,Sloop John B by Dick Dale
5,Feelin' Alright? - Traffic Cover by The 5th Dimension
9,All This Beauty by The Weepies
9,Lésé Yo Palé by Mas Ka Klé
16,Running From The Thoughts by Dub Pistols
16,Running From The Thoughts by Terry Hall
3,Daft Punk Is Playing at My House by LCD Soundsystem
13,Fire on the Bayou by The Meters
12,D'Leau Coco by Les Leopards
4,Looking for a Fox by Clarence Carter
12,Back A Yard by The In Crowd
11,Walk the Line by Leddie & Smoggy
5,In The Hospital by Friendly Fires
6,Fire Water Burn by Bloodhound Gang
3,Stations by Nev Cottee
3,Oh Sheila (Re-Recorded) by Ready For The World
4,Give Me The Sunshine by Leo's Sunshipp
4,Start From Scratch by Passafire
8,Parallels by Eels
18,Dang Me - Live/Remastered by Johnny Rivers
16,Vula by Thomas Chauke
18,Wordy Rappinghood - Evian Mix by Uffie
19,Melancholy Eyes by The New Heaven Dieppe
7,Tem Mais Samba by Chico Buarque
1,I Saw You Blink by Stornoway
13,Beat It by The Dublicators
12,Day Like This Rework by Tony Allen
12,Day Like This Rework by Theo Parrish
12,Day Like This Rework by ESKA
12,Day Like This Rework by Andrew Ashong
13,Sugar Water by Cibo Matto
4,"Don't Call It Love - 12"" Version by Zero 7"
7,Mommy by Selah Sue
11,Zebra by Beach House
6,We Have All The Time In The World by Fun Lovin' Criminals
8,Demon In Disguise by David Bromberg
8,La Dueña de Mi Corazón by Gaby Moreno Y Su Orquesta
1,Walkability by Way Yes
10,Ophelia by Matt Costa
13,Humankind by Alice Russell
8,Lovesick Blues by Hank Williams
4,Super Rich Kids by Frank Ocean
4,Super Rich Kids by Earl Sweatshirt
4,Mr Sun - Original by Don Carlos
11,The Cowboys by Ed McCurdy
17,Warm Shadow - Marcus Worgull Remix by Fink
17,Warm Shadow - Marcus Worgull Remix by Marcus Worgull
10,Another Story by The Head And The Heart
3,Dear Mr. President by Fitz and The Tantrums
12,Fresh by Summer Camp
0,Don't Wait - Giraffage Remix by Mapei
0,Don't Wait - Giraffage Remix by Giraffage
11,"Please, Please, Please, Let Me Get What I Want by She & Him"
15,Do You Wanna Ride by Reggie B
15,Do You Wanna Ride by B. Bravo
15,Do You Wanna Ride by Salva
15,Do You Wanna Ride by C-Note
9,Nitrous by Nick Mulvey
9,Mountain Energy by The Fall
18,Gonna Get Over You by France Joli
13,Dreams by GABRIELLE
4,Last Dance by Rhye
18,Altered Beast by Kithkin
3,Gee Up by Kindness
18,Delicate Flowers by Talib Kweli
3,Twist by Xavier Rudd
13,Las Voces by Josh Rouse
9,Let There Be Love by Silje Nergaard
13,Everlasting Light by The Black Keys
5,Gold on the Ceiling by The Black Keys
11,Shout by Jonathan Jeremiah
4,Sunshine by Little Dragon
8,Hesitation Blues by Ralph McTell
9,Ivy & Gold by Bombay Bicycle Club
4,Brothers On The Slide by The Dynamics
7,Turn Your Lights Down Low by Bob Marley & The Wailers
13,If It Were Left Up to Me - Single Master by Sly & The Family Stone
7,Let's Have a Ball Tonight by Tim Maia
13,I Can't Stand The Rain by Ann Peebles
18,Bounce by DJ Cam
1,Adorn by Miguel
5,Backfire by The Treble Spankers
4,Duvidó by Quantic
4,Duvidó by Pongo Love
8,Delia's Gone by Johnny Cash
16,Would You...? by Touch & Go
13,Ride Your Pony by The Meters
3,Sunny Days by Sabrina Starke
8,Mama Don't You Tear My Clothes by Snooks Eaglin
7,Red Guitar by Cassandra Wilson
12,Everybody's In Here by Ms. Henrik
15,Bosques Vía Temperley (feat. Kumbha Kethu) by Chancha Via Circuito
6,Surf Rider by The Lively Ones
0,Wraith by Peace
1,Never Get Enough by Das Pop
4,SexyBack (feat. Timbaland) by Justin Timberlake
4,SexyBack (feat. Timbaland) by Timbaland
2,The Visitor by Paqua
5,Candela by Kokolo Afrobeat Orchestra
9,Monkey Man - Original by Toots & The Maytals
5,Arrete Mal Parle by Fair Nick Stars
9,Ride Me High by J.J. Cale
8,Slower End by Moss
18,Princesa Negra De Angola by Bebeto
7,Werente Serigne by Orchestra Baobab
16,Everybody Loves The Sunshine by Roy Ayers Ubiquity
4,Jungle Love by The Time
2,Ride On by Santoré
8,Come To My Door - Acoustic Version by José James
8,Sandy Toes (1967) by Linda Perhacs
7,Nobody's Fault But My Own by Beck
0,Roscoe - Beyond The Wizard's Sleeve Remix by Midlake
8,Yelé (feat. Ms. Lauryn Hill) by Wyclef Jean
8,Yelé (feat. Ms. Lauryn Hill) by Ms. Lauryn Hill
10,Good Man by Raphael Saadiq
3,"Quer Queira, Quer Não Queira by Tim Maia"
8,Eyes Wider Than Before by Scott Matthews
13,Doses & Mimosas by Cherub
12,Soldier ft. Big Red & 5Nizza by DJ Vadim
3,Fire And Brimstone by Link Wray
4,Bonnie & Clyde by Tricky
11,Misty Blue by Dorothy Moore
3,It's Like That by Run–D.M.C.
12,Groove Is in the Heart by Deee-Lite
3,Two Fingers by Jake Bugg
3,"Ain't Got No / I Got Life (From the Broadway Musical, ""Hair"") - (Groovefinder Remix) by Nina Simone"
3,"Ain't Got No / I Got Life (From the Broadway Musical, ""Hair"") - (Groovefinder Remix) by Groovefinder"
18,Steal You Away by Gold Spectacles
15,"Val (Menina, Amanha De Manha) by Tom Zé"
8,Feet Start Walking by Doris Duke
3,Here Comes the King (feat. Angela Hunte) by Snoop Lion
3,Here Comes the King (feat. Angela Hunte) by Angela Hunte
2,So Now… by Herbert
8,Rainy Night in Georgia by Tony Joe White
16,'Til I Met Thee by Cody Chesnutt
5,Future Starts Slow by The Kills
7,Sugar Man by Paolo Nutini
6,Aratan N Tinariwen by Tamikrest
13,Tractor Love by Steye
18,Aeroplane by Red Hot Chili Peppers
0,Nutshell by Los Plastics Revolution
8,Luz y Sombra by Gaby Moreno
15,Hermes (feat. Ghostape) by Pharao Black Magic
15,Hermes (feat. Ghostape) by Ghostape
15,Welcome To Jamrock by Damian Marley
10,Live 4 Love by Linn & Freddie
16,I Spy by Mikhael Paskalev
15,Tea Leaf Dancers by Flying Lotus
15,Tea Leaf Dancers by Andreya Triana
8,Jolene by Ray LaMontagne
7,Gills by I Am Oak
9,"Footloose (performed by Cibelle) by Hollywood, Mon Amour"
3,Riptide - FlicFlac Edit by Vance Joy
3,Riptide - FlicFlac Edit by FlicFlac
8,Utrus Horas by Orchestra Baobab
3,"Love Come Down - Single Version by Evelyn ""Champagne"" King"
3,Voice Yr Choice by The Go! Team
3,Girls On Film by Kokolo
6,So Long by Mr. Scruff
12,Woo by Anthony Hamilton
5,A Modern Promise by Francis and the Lights
12,Cold Beverage by G. Love & Special Sauce
4,Loser by Beck
11,Sarah by Ray LaMontagne
3,Someone New by Kakkmaddafakka
10,It All Feels Right by Washed Out
16,Write This Down (feat. Nieve) by SoulChef
16,Keep You - Ticklah Mix by Wild Belle
16,Keep You - Ticklah Mix by Victor Axelrod
1,Answer To Yourself by The Soft Pack
9,Needs by THEESatisfaction
7,Casa Nova by Mia Doi Todd
4,Northern Comfort (feat. John Turrell) by Dr Rubberfunk
4,Northern Comfort (feat. John Turrell) by Turrell
11,Let It Be Me by Ray LaMontagne
11,Intervales Theme by Javelin
11,These Arms of Mine by Otis Redding
13,Coloured Screens by Antonio Paul
9,"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / With Band by The Soggy Bottom Boys"
9,"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / With Band by Dan Tyminski"
18,I Know What You Want (feat. Flipmode Squad) by Busta Rhymes
18,I Know What You Want (feat. Flipmode Squad) by Mariah Carey
18,I Know What You Want (feat. Flipmode Squad) by Flipmode Squad
8,Water Under Bridges by Gregory Porter
8,Crazy Mama by J.J. Cale
16,ADD SUV (feat. Pharrell Williams) - Armand Van Helden Club Remix by Uffie
16,ADD SUV (feat. Pharrell Williams) - Armand Van Helden Club Remix by Pharrell Williams
12,Afrophone by The Black Seeds
2,Under an East Coast Moon by William Adamson
6,Gaita del Profesor Loco by Frente Cumbiero
18,Rebel Music (3 O'Clock Roadblock) - Live At The Pavillon De Paris/1977 by Bob Marley & The Wailers
11,Maria Lando by Susana Baca
11,Canterurias by Cecilia Barraza
3,Go Shopping by Bran Van 3000
3,Agua by Kassin+2
3,Unstoppable by Santigold
7,Bright Sunday Morn' by Ro Halfhide
7,Mos' Scocious by Dr. John
11,Becoming A Jackal by Villagers
8,Starting Out by Blueprint
4,Gangsters by The Specials
4,Lonely Daze by Kae Tempest
9,Warm Heart Of Africa - Architecture In Helsinki Remix by The Very Best
3,So True by The Black Seeds
6,(Are You Ready) Do The Bus Stop by Fatback Band
13,Ya Ya Ringe Ringe Raja by Marjanovic
13,Ya Ya Ringe Ringe Raja by Goran Bregović
13,Ya Ya Ringe Ringe Raja by Kolic Zlatko
10,25 Bucks (feat. Purity Ring) by Danny Brown
10,25 Bucks (feat. Purity Ring) by Purity Ring
9,Hustle by Tunng
13,You Can´t Own Me by Gecko Turner
8,Cirandeiro by Edu Lobo
8,Cirandeiro by Maria Bethânia
4,"Beleza, Beleza, Beleza by Trio Mocoto"
7,Devil May Care by Diana Krall
4,When We Were Young by London Grammar
9,Long Time Gone by Billie Joe Armstrong
9,Long Time Gone by Norah Jones
16,World Hold On by Bob Sinclar
16,World Hold On by Steve Edwards
18,"Can't Get Down, If I Can't Get Up by US Navy Port Authority"
15,One Piece at a Time by Johnny Cash
1,Cobrastyle by Teddybears
11,It's Too Late by Otis Redding
11,Don't Take Your Guns to Town by Johnny Cash
3,Safe From Harm by Massive Attack
5,Lose It - Radio Edit by King Jack
13,Solid Gold by Andreas Kümmert
9,Ain't Nobody's Business If I Do by Davy Graham
4,See Saw by Aretha Franklin
16,Between Us - Remix With Alternate Vocal; 1998 Remastered Version by Robert Palmer
7,Taught To Lie by Samantha Crain
19,Real Love by Delorean
13,Start! by The Jam
13,Let the Good Times Roll feat. A.C. Kupper by Kalabrese
13,Let the Good Times Roll feat. A.C. Kupper by A.C. Kupper
4,The Shoop Shoop Song by Aretha Franklin
12,Glow by Donavon Frankenreiter
13,Dirty Back Road by The B-52's
12,"I'm Good, I'm Gone by Lykke Li"
5,Be the One by The Ting Tings
3,The Sound Of Sunshine - Spanish Version by Michael Franti & Spearhead
3,The Sound Of Sunshine - Spanish Version by Macaco
7,A Minha Menina by The Bees
10,Norway by Beach House
11,Since I Fell For You by Fontella Bass
0,Metropolitan Tribe by Thomas Azier
4,I Am the Cool by Screamin' Jay Hawkins
3,Isn't It About Time by Stephen Stills
14,She's a Bread Baker by C.W. Stoneking
2,Lies by J.J. Cale
8,What You Won't Do For Love by Bobby Caldwell
9,I Can See Clearly Now by Johnny Nash
9,Redemption Song by Bob Marley & The Wailers
10,Do It Again by Holy Ghost!
9,A Change is Gonna Come by Ben Sollee
11,Melt by Chet Faker
13,Public Enemy Number One by Max Romeo
4,911 by Wyclef Jean featuring Mary J. Blige
9,Carina by James Hunter
9,Small Axe by Bob Marley & The Wailers
5,Nací Orishas by Orishas
12,My Medicine by Snoop Dogg
5,Holiday by Vampire Weekend
5,Get Ready by Mayer Hawthorne
13,Down On Me by Jeremih
13,Down On Me by 50 Cent
4,Bam Bam by Toots & The Maytals
12,"Hey, Shooter (feat. Erykah Badu) by Rocket Juice & The Moon"
12,"Hey, Shooter (feat. Erykah Badu) by Erykah Badu"
3,Reggae Funkalicious (Chapter 1) by The Upsessions
13,You Could Be More As You Are by Saâda Bonaire
9,Feelin' Alright? by Traffic
0,The Obscure by Phantom Four & The Arguido
0,The Obscure by P. Gunnerfeldt
16,FaFaFa (Radio Edit) by Datarock
8,Lochloosa by JJ Grey & Mofro
6,Rite of the Ancients by The Budos Band
8,Old Pine by Ben Howard
7,Ne Me Laisse Pas L'Aimer by Brigitte Bardot
1,This Too Shall Pass by OK Go
3,Paint a Smile On Me - Radio Edit by Black Yaya
1,The House That Jack Built by Aretha Franklin
11,Romance de las tres hermanas by Joaquín Díaz
18,We're from Barcelona by I'm From Barcelona
12,Crimewave by Crystal Castles
12,Crimewave by HEALTH
13,To Be With You - Original Version by Holy Models
7,Dancing in the Moonlight - Acoustic Version by Toploader
12,Dance by Hawa
9,Zou Bisou Bisou by Gillian Hills
5,Doo Doo Dance - Feat. Spoek & Gnucci Banana by Malente&Dex
6,Until The Morning (Rewound By Thievery Corporation) by Thievery Corporation
12,Come Alive (feat. Toro y Moi) by Chromeo
12,Come Alive (feat. Toro y Moi) by Toro y Moi
6,A Forest by The Phantom Four
6,A Forest by LAURENCE TOLHURST
6,A Forest by Matthieu Hartley
6,A Forest by Robert Smith 
6,A Forest by Simon Gallup
5,Agarralo Que Eso Es Tuyo by Luis Kalaff Y Sus Alegres Dominicanos
7,Family Affair - Single Version by Sly & The Family Stone
7,Balança Pema by Jorge Ben Jor
3,Better Than by John Butler Trio
12,Blues for Rosann by Balthazar
15,The Black God by SpaceGhostPurrp
7,This Old Dark Machine by James Vincent McMorrow
6,Don't Let Me Down by Marcia Griffiths
7,The Valley Town by Elliot Brood
16,I've Been Life by Cody Chesnutt
13,Do The Dance by Barrington Levy
5,Bad Moon Rising - Remastered 1985 by Creedence Clearwater Revival
9,All I Want Is You by Barry Louis Polisar
12,Unbelievable by The BossHoss
13,Spanish Grease by Willie Bobo
9,I'm Yours by Jason Mraz
7,I Ain't Running by Sticky Fingers
13,When The Night Feels My Song by Bedouin Soundclash
11,Excuses by The Morning Benders
17,Papa Was A Rollin' Stone by The Temptations
9,Chuck E's in Love by Rickie Lee Jones
10,Bed Peace by Jhené Aiko
10,Bed Peace by Childish Gambino
3,Mash Down Babylon by The Slackers
18,The Border by Gregory Isaacs
12,Fuck You by Lily Allen
5,Sure Hope You Mean It by Raphael Saadiq
10,Holdin On by Flume
18,Middle by Jamie Woon
15,When It Was Dark by Elli Ingram
13,Walk Like An Egyptian by The Puppini Sisters
3,The End of That by Plants and Animals
18,R U Mine? by Arctic Monkeys
12,The Waiting by Phantom Four & The Arguido
12,The Waiting by A. Krabman
11,Green Grass by Bill Withers
8,Singin' In The Rain by John Martyn
9,Train Song by Watchhouse
18,Stir It Up - Live At The Pavillon De Paris/1977 by Bob Marley & The Wailers
6,Here Comes by Jay Shepheard
10,Firestarter by Torre Florim
12,Down By The Water by The Decemberists
9,Better People by Xavier Rudd
13,12 Bar by UB40
3,Seven Days in Sunny June by Jamiroquai
13,No Woman No Cry by Bob Marley & The Wailers
12,Gust of Wind by Pharrell Williams
5,Never Enough by Trixie Whitley
5,"You're No Good [feat. Santigold, Vybz Kartel, Danielle Haim & Yasmin] by Major Lazer"
3,Pump It Up by Elvis Costello & The Attractions
8,Dark Eyes by Dawn Landes
8,Dark Eyes by Bonnie Prince Billy
16,Don't Mess Up A Good Thing by Fontella Bass
16,Don't Mess Up A Good Thing by Bobby McClure
12,Say Hey (I Love You) by Michael Franti & Spearhead
12,Say Hey (I Love You) by Cherine Anderson
5,The Beach by The Superimposers
6,Walk A Mile In My Shoes - 2002 Remaster / 24-Bit Mastering by Joe South
9,Brand New Key by Melanie
8,Bright Sunny South by Sam Amidon
13,Fever by Susan Cadogan
12,Fever by La Lupe
19,Cissy Strut by The Meters
3,Rise to the Sun by Alabama Shakes
7,Push by A K U A
9,Perico Macona by Angel Canales
8,Sweet Sixteen by Billy Idol
10,"Na Rua, Na Chuva, Na Fazenda by Hyldon"
5,Sunshine Superman by Donovan
16,Ghost by Skip the Use
12,Georgia - featuring the UGA Redcoat Marching Band by Band of Horses
0,Made to Love by John Legend
3,Stand Out by Seabird
5,Mozart's House (feat. Love Ssega) by Clean Bandit
5,Mozart's House (feat. Love Ssega) by Love Ssega
4,Beautiful You by Bumcello
18,El Manicero Se Va by Afro Festival led by Fantastic Tchico Tchicaya
2,Reefer Madness by UB40
5,Do You Love Me (Like You Say You Do) by Lee Fields & The Expressions
5,Do You Love Me (Like You Say You Do) by Lee Fields
18,Can't Do Without You by Caribou
5,It's The Earth That Moves by Bibi Tanga
5,It's The Earth That Moves by Selenites
5,Mr. Jones by Counting Crows
7,People Make The World Go 'Round by Michael Jackson
18,Real Young by Dirt Farmer
4,This Time Baby by Jackie Moore
4,"Cira, regina e nana by Lucas Santtana"
14,Just Like a Baby by Sly & The Family Stone
5,Jin-Go-Lo-Ba (Jin-Go-Low-Bah) by Babatunde Olatunji
9,Walking By The Sea - Original Mix by Pitto
5,Keep In The Dark by Temples
19,Pot by The Phoenix Foundation
1,Go Outside - Menahan Street Band Remix by Cults
1,Go Outside - Menahan Street Band Remix by Menahan Street Band
3,Old Days New by Beans & Fatback
8,Beautiful Morning Light by Fruit Bats
12,Heart Of Nowhere by Noah And The Whale
12,Heart Of Nowhere by Anna Calvi
15,Bootylicious by Destiny's Child
17,Iron - Remix By Gucci Vump by Woodkid
7,If You Leave Her by J.J. Cale
7,Good Night Amanes by Shantel
12,Mammy Blue by Byron Lee & The Dragonaires
0,Listen by Amos Lee
17,Do You Recall? by LAKE
2,Oscar feat. Anna Clementi by Tosca
10,Pull Me Down by Mikky Ekko
3,Hands Off…she's Mine by The Beat
15,Take It Easy My Brother Charles by Jorge Ben Jor
9,Louisiana by Percy Mayfield
3,Alegria by Batida
7,People Make the World Go Round by The Stylistics
8,Carinhoso by Elis Regina
9,Run 'Em Off by Lefty Frizzell
6,Pharaohs by SBTRKT
6,Pharaohs by Roses Gabor
6,The One by ZHU
1,Myth by Beach House
10,How Bout Us by Katalyst feat Steve Spacek
10,How Bout Us by Katalyst
10,How Bout Us by Steve Spacek
9,Justo Agora by Adriana Calcanhotto
16,Mykal Rose - Mr. Collie by Mykal Rose
16,Mykal Rose - Mr. Collie by Pharfar
16,Beggin by Beans & Fatback
13,I Believe in You by Amp Fiddler
8,Small Dark Movie by Greg Brown
2,King Fischer's Landing by Hypocrite In A Hippy Crypt
4,Sweetest Taboo Cover by Slow Hands
9,On the Way Home by Buffalo Springfield
13,"Perhaps, Perhaps, Perhaps by CAKE"
13,Be My Man by Adam Green
17,1+1=3 (Tijd Genoeg) by Doe Maar
3,Rumble by Kelis
6,Midnight In A Perfect World by DJ Shadow
15,Big Ship by Freddie McGregor
10,Summer Breeze by Seals and Crofts
9,A Child's Claim to Fame by Buffalo Springfield
11,A Taste of Honey by Lenny Welch
15,We A De Rasta by Israel Vibration
12,Love Don't Work This Way by Hothouse Flowers
2,Spanish Moon by Little Feat
15,Love Buzz by Shocking Blue
0,"MY KZ, UR BF by Everything Everything"
6,Why You Wanna by Poolside
0,This Ain't Living by G. Love & Special Sauce
0,Ain't No Sunshine by Michael Jackson
19,Curacao by Dutch Rhythm Combo
5,Greed by Yoav
15,Butterfly Crab Walk by Roots Manuva
15,Butterfly Crab Walk by Wrongtom
12,You'll Find a Way by Santigold
19,I Wanna Be Your Man - Drop The Lime Remix by Willy Moon
19,I Wanna Be Your Man - Drop The Lime Remix by Drop The Lime
12,Ready (feat. Kris Berry) by Beans & Fatback
